Animal_Species,Age_Months,Sex,Herd_Size,Vaccinated_FMD,Vaccinated_HS,Vaccinated_LSD,Vaccinated_BQ,Days_Since_Last_Vaccination,Recent_Treatment,Latitude,Longitude,Dist_Nearest_Outbreak_km,Dist_Waterbody_km,Temperature_C,Humidity_Percent,Rainfall_mm,Season,District_Outbreaks_30d,Symptom_Onset_Days,Sick_Animal_Count,Mortality_Count,Fever,Salivation,Blisters_Mouth_Teats,Lameness,Skin_Nodules,Udder_Swelling,Respiratory_Distress,Abnormal_Milk,Diarrhea,Bleeding_Orifices,Target_Disease,Triage_Risk_Level,Escalation_Required
Buffalo,74,Female,7,1,0,0,0,106,Antibiotics,18.1906,81.0606,48.8,5.7,33.5,74.7,24.2,Monsoon,2,4,4,1,1,0,0,0,0,0,0,0,0,0,Black_Quarter,High,1
Cow,8,Female,5,0,0,1,0,130,Dewormed,25.5891,75.198,20.6,7.0,27.4,51.7,1.9,Post-Monsoon,4,3,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,53,Female,4,1,1,0,1,74,Dewormed,23.6139,77.999,43.4,2.9,32.8,91.5,7.3,Post-Monsoon,1,1,3,0,1,1,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,24,Female,31,1,1,0,1,81,Supportive Care,16.4108,83.6897,40.6,5.0,15.9,60.1,5.9,Summer,2,5,1,0,1,1,1,0,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,15,Female,23,0,0,0,0,999,Supportive Care,27.6406,74.123,29.8,7.4,29.2,81.1,32.5,Monsoon,5,4,1,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,38,Female,1,1,0,1,1,189,Supportive Care,24.5134,80.5418,24.1,1.6,33.7,83.2,50.1,Monsoon,6,2,1,0,1,1,1,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,118,Female,22,0,1,1,1,61,Supportive Care,26.7706,75.2879,32.0,4.5,27.2,78.2,2.5,Winter,2,2,4,0,1,0,0,1,0,0,0,0,1,0,FMD,High,1
Buffalo,14,Female,14,1,1,0,1,255,Dewormed,27.7695,75.385,28.6,0.1,30.1,91.8,23.6,Post-Monsoon,2,3,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,49,Female,22,0,0,1,1,30,Supportive Care,27.6057,81.7697,8.4,8.5,28.8,85.9,73.5,Monsoon,5,2,4,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,25,Female,18,1,1,1,1,157,Untreated,24.1942,83.555,43.6,2.8,26.6,84.8,17.4,Post-Monsoon,1,5,3,0,1,0,0,0,0,1,0,1,1,0,Mastitis,Moderate,0
Cow,26,Female,5,1,0,1,1,228,Untreated,22.0457,74.8594,99.9,13.4,21.2,71.0,3.0,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,78,Female,43,1,1,0,0,247,Untreated,18.9986,80.4709,37.2,8.4,36.8,74.5,29.7,Post-Monsoon,5,5,2,0,1,0,0,0,1,0,0,0,1,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,77,Female,1,1,0,1,1,334,Untreated,17.0845,78.9803,47.0,2.6,28.1,71.1,65.6,Monsoon,3,6,1,1,1,1,0,1,0,0,1,1,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,103,Female,7,0,1,0,1,157,Supportive Care,20.9893,74.7454,28.2,4.8,33.1,71.7,8.9,Post-Monsoon,6,3,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,69,Female,5,0,1,0,0,222,Antibiotics,20.9604,78.7313,62.4,5.5,14.9,58.9,11.4,Post-Monsoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,74,Female,24,0,1,1,1,158,Dewormed,27.8278,79.4795,48.2,3.1,29.5,20.0,8.7,Post-Monsoon,5,6,3,0,1,1,1,1,0,1,0,0,1,0,FMD,High,1
Cow,41,Female,15,0,0,1,1,68,Antibiotics,23.5083,81.9113,43.1,1.6,28.3,86.9,38.4,Monsoon,0,1,2,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,93,Female,3,0,1,1,1,181,Supportive Care,24.5364,84.0145,2.7,8.6,30.4,77.1,11.3,Post-Monsoon,3,3,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,69,Female,2,1,1,1,1,37,Antibiotics,18.8098,79.668,45.0,4.5,20.4,90.7,35.6,Summer,2,3,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,35,Female,1,1,1,0,1,360,Supportive Care,23.0488,74.3291,4.7,7.6,27.2,89.9,20.8,Post-Monsoon,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,13,Male,3,0,1,0,1,283,Dewormed,18.1026,80.0422,49.0,14.6,29.4,76.7,11.6,Summer,1,4,1,0,1,1,1,1,0,0,0,1,0,0,FMD,Moderate,0
Cow,92,Female,1,0,1,0,1,122,Dewormed,18.9745,82.1977,6.7,5.1,19.8,65.1,10.2,Summer,1,2,1,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,76,Female,4,1,1,1,0,160,Antibiotics,24.9047,75.1729,16.9,5.8,29.9,69.8,28.4,Post-Monsoon,1,3,2,2,1,0,0,1,0,1,0,0,0,0,Black_Quarter,High,1
Buffalo,70,Male,4,1,0,1,1,320,Supportive Care,19.2663,80.4687,3.4,3.6,30.2,100.0,71.5,Monsoon,1,1,1,1,1,1,0,0,0,0,1,0,1,0,Hemorrhagic_Septicemia,Critical,1
Cow,41,Female,2,1,1,0,1,43,Untreated,16.2452,83.1754,32.6,2.5,37.7,66.2,44.1,Post-Monsoon,2,2,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,80,Female,13,0,1,1,1,162,Untreated,20.0619,75.8715,28.1,4.4,27.9,93.8,9.1,Monsoon,4,2,4,0,1,0,0,1,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,8,Female,14,1,0,1,1,358,Antibiotics,18.2372,78.0709,8.5,13.4,28.9,94.0,47.7,Monsoon,1,2,1,1,0,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,95,Female,8,1,0,1,0,80,Dewormed,23.5416,84.231,17.7,5.4,29.3,73.5,34.7,Monsoon,6,2,2,1,0,1,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,55,Female,8,1,1,0,1,270,Antibiotics,26.15,73.3318,8.1,12.0,26.7,79.9,27.6,Post-Monsoon,4,6,1,0,1,0,0,0,0,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,13,Female,8,1,1,1,1,115,Antibiotics,17.2021,80.1558,30.5,7.2,20.2,53.5,1.4,Monsoon,2,4,3,0,1,1,1,1,0,0,1,0,0,0,FMD,High,1
Cow,54,Female,25,1,0,0,1,290,Untreated,22.3387,84.0614,13.7,5.8,24.8,53.8,5.0,Post-Monsoon,6,3,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,119,Female,11,0,1,1,1,182,Antibiotics,26.9119,77.077,2.0,2.8,37.6,80.3,28.9,Post-Monsoon,5,2,2,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,24,Female,10,1,1,0,1,359,Antibiotics,22.9513,84.7157,39.3,8.4,24.9,79.6,12.1,Summer,0,2,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,40,Male,5,1,1,1,1,143,Dewormed,24.0427,74.5449,66.4,7.9,30.1,37.5,10.4,Summer,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Healthy,Low,0
Cow,63,Female,20,1,1,1,0,335,Antibiotics,27.7446,81.9674,33.2,10.4,30.0,72.1,44.2,Post-Monsoon,5,5,4,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,46,Female,1,1,0,1,1,147,Supportive Care,25.0558,78.8205,4.1,2.6,32.1,87.1,46.9,Monsoon,5,2,1,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,15,Female,14,1,1,1,0,111,Untreated,21.258,76.7838,45.1,12.9,14.5,68.0,17.8,Winter,4,2,4,0,1,0,0,1,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,80,Female,17,0,1,1,1,80,Dewormed,17.7841,82.8137,44.1,10.6,24.7,67.4,0.9,Post-Monsoon,2,6,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,18,Female,1,1,1,0,1,293,Untreated,24.8642,81.0248,16.6,0.8,33.1,70.7,14.2,Post-Monsoon,3,3,1,0,1,0,0,0,1,0,0,0,0,1,Lumpy_Skin_Disease,Moderate,0
Buffalo,11,Female,15,1,0,0,1,91,Untreated,21.4068,82.9594,22.5,1.9,26.3,83.8,29.4,Post-Monsoon,0,4,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,112,Female,11,0,1,0,0,265,Supportive Care,19.7547,78.9012,47.4,9.4,32.6,79.0,14.2,Monsoon,1,1,3,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,13,Female,28,1,0,0,1,331,Antibiotics,16.5176,83.2123,44.0,6.7,30.6,82.9,13.5,Post-Monsoon,0,6,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,87,Female,5,1,1,0,1,68,Dewormed,19.9086,81.0578,40.7,8.7,29.2,80.3,12.3,Post-Monsoon,5,3,1,0,1,0,0,0,0,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,48,Female,8,1,0,1,1,140,Supportive Care,24.896,84.5631,15.3,5.3,28.1,84.5,1.0,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,26,Female,1,1,0,1,1,323,Dewormed,22.5184,78.8325,58.4,0.8,22.3,51.5,7.6,Monsoon,2,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthy,Low,0
Cow,89,Female,3,0,0,0,1,310,Supportive Care,25.0673,76.3083,53.3,13.9,18.9,63.6,10.9,Monsoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,68,Female,3,1,0,1,0,293,Dewormed,24.0251,78.6638,21.4,11.3,27.1,63.7,5.1,Post-Monsoon,6,4,2,0,0,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,69,Female,7,1,1,1,1,296,Dewormed,24.7448,82.0921,43.8,6.2,32.5,90.0,48.3,Monsoon,2,4,4,1,1,0,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,95,Female,6,0,1,0,1,224,Antibiotics,22.418,81.8874,30.6,2.4,37.6,80.8,10.0,Post-Monsoon,1,6,2,0,1,0,0,0,1,0,0,1,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,90,Male,18,1,0,1,0,315,Antibiotics,21.4471,76.2001,9.8,14.4,26.8,77.1,23.9,Post-Monsoon,3,2,3,0,0,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,90,Female,3,1,1,1,0,241,Supportive Care,18.5265,78.5871,39.0,8.4,29.1,85.6,24.4,Monsoon,3,2,2,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,102,Female,30,1,1,0,1,205,Supportive Care,19.3419,78.6925,12.3,0.3,26.1,96.2,7.6,Post-Monsoon,4,6,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,62,Female,23,1,1,1,0,179,Untreated,22.5803,75.2141,32.6,7.0,30.9,48.7,42.3,Post-Monsoon,5,3,1,2,1,0,0,0,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,20,Female,2,0,1,0,1,112,Antibiotics,22.0055,76.3439,6.1,7.0,28.0,64.8,24.8,Winter,0,2,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,68,Female,1,1,1,1,0,336,Antibiotics,15.0822,78.1484,5.3,1.8,34.5,58.9,41.4,Monsoon,2,5,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,37,Female,2,1,0,1,0,200,Untreated,23.0085,75.7715,7.2,13.2,37.5,48.6,13.9,Monsoon,1,2,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,23,Female,8,0,1,1,0,62,Antibiotics,21.6684,75.9349,93.0,7.5,27.7,45.4,0.3,Winter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,84,Female,13,1,0,1,1,235,Dewormed,24.7137,84.3004,61.3,11.9,27.9,42.2,13.0,Summer,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Healthy,Low,0
Buffalo,32,Male,11,0,1,1,0,302,Antibiotics,16.6994,75.3444,32.3,4.8,22.1,59.3,19.3,Monsoon,3,5,1,2,1,0,0,0,0,1,1,0,0,1,Anthrax,Critical,1
Buffalo,12,Female,1,0,1,0,0,331,Supportive Care,27.4339,79.8965,40.1,11.1,20.9,55.7,5.4,Winter,2,2,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,114,Female,1,1,1,1,0,184,Antibiotics,24.912,74.2783,13.9,11.8,48.0,65.0,27.4,Post-Monsoon,1,2,1,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,87,Female,10,1,0,0,1,224,Untreated,27.3312,80.8421,42.6,13.9,27.9,80.7,76.8,Monsoon,4,6,4,0,1,1,0,1,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,73,Female,15,1,1,0,1,209,Supportive Care,22.6205,84.0691,26.2,3.8,26.4,82.4,25.9,Monsoon,3,6,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,44,Male,11,1,1,1,1,338,Dewormed,21.534,79.5592,47.2,0.7,29.5,85.0,12.0,Post-Monsoon,5,1,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,36,Female,9,0,0,1,0,138,Supportive Care,20.4742,74.0554,1.1,5.6,22.7,76.2,12.6,Post-Monsoon,2,5,3,0,1,1,0,1,0,0,0,0,0,0,FMD,High,1
Cow,96,Female,18,1,1,1,1,291,Antibiotics,15.4821,80.4688,10.5,5.8,26.4,84.7,42.3,Monsoon,2,2,4,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,75,Female,27,1,1,1,1,292,Dewormed,19.6855,81.8283,56.7,9.5,27.7,67.0,6.3,Monsoon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthy,Low,0
Buffalo,113,Female,9,1,0,1,1,249,Supportive Care,15.8211,83.4812,93.6,9.5,32.1,73.4,0.2,Monsoon,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,101,Female,1,1,0,1,1,67,Supportive Care,15.3412,74.2688,37.2,5.2,33.3,80.3,50.1,Monsoon,0,2,1,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,54,Male,15,1,0,0,1,157,Untreated,27.7826,75.961,36.4,0.5,26.1,79.7,40.0,Monsoon,2,2,2,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,46,Female,16,0,1,0,1,313,Antibiotics,18.9474,75.3648,42.8,13.7,37.5,64.8,6.0,Winter,5,6,3,0,0,0,1,1,0,0,0,0,0,0,FMD,High,1
Cow,83,Female,10,1,1,0,1,303,Supportive Care,21.7042,83.9515,84.5,8.3,20.4,52.5,11.8,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,87,Male,13,1,1,0,1,79,Untreated,24.4143,77.8534,97.1,10.4,43.1,63.4,10.2,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,22,Female,30,1,0,1,1,333,Untreated,27.092,76.9929,43.4,14.2,30.0,87.9,20.6,Monsoon,3,2,4,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,24,Female,10,1,1,0,0,96,Supportive Care,15.0314,73.5884,35.7,12.7,27.6,49.9,3.3,Winter,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Healthy,Low,0
Buffalo,41,Female,9,0,1,0,0,137,Antibiotics,18.7041,82.2657,0.9,13.9,33.2,81.5,23.1,Post-Monsoon,3,6,2,0,1,0,1,0,1,0,0,0,1,0,Lumpy_Skin_Disease,Moderate,0
Cow,44,Female,3,0,1,1,1,58,Supportive Care,22.6052,84.9484,5.7,7.2,22.3,22.0,10.8,Summer,3,6,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,38,Female,3,1,0,1,1,132,Supportive Care,19.5337,81.8523,1.6,0.5,27.4,91.2,49.8,Monsoon,6,4,2,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,56,Male,23,0,1,0,1,120,Dewormed,26.3496,83.3782,44.1,8.6,26.6,95.2,25.7,Summer,4,3,2,0,1,0,0,0,1,1,0,1,0,0,Mastitis,Moderate,0
Cow,38,Female,9,1,1,0,0,318,Untreated,17.7495,77.0449,46.6,14.6,29.7,68.3,36.0,Monsoon,2,3,3,2,1,0,0,1,0,0,0,0,0,1,Black_Quarter,High,1
Cow,63,Female,2,1,1,1,0,127,Supportive Care,23.2893,80.7145,2.9,1.2,32.9,74.2,16.3,Monsoon,6,5,1,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,71,Female,8,1,1,0,1,115,Dewormed,19.4347,76.7551,21.9,10.4,18.1,88.0,17.4,Summer,3,3,3,0,1,0,0,0,0,1,0,0,0,0,Mastitis,Moderate,0
Buffalo,61,Female,11,0,0,0,1,290,Dewormed,17.815,76.9982,14.3,12.0,27.6,49.0,12.2,Winter,2,3,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,51,Female,3,1,0,1,1,338,Untreated,18.9065,73.1147,6.2,5.2,26.0,85.0,25.9,Monsoon,2,3,2,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,65,Female,24,0,1,1,1,194,Dewormed,20.9557,78.2652,26.3,12.7,35.2,62.0,0.7,Post-Monsoon,6,4,2,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,94,Female,15,1,1,1,1,127,Antibiotics,17.7426,77.6731,49.2,5.1,26.2,58.5,9.9,Monsoon,0,6,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,53,Female,15,1,0,1,1,278,Supportive Care,25.3828,78.362,8.8,8.2,23.4,90.1,53.1,Monsoon,4,2,1,0,1,1,1,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,104,Female,1,0,1,1,1,146,Antibiotics,21.6959,75.1619,71.6,13.8,27.4,49.0,9.9,Post-Monsoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Healthy,Low,0
Cow,17,Female,1,0,1,0,0,36,Antibiotics,25.8718,77.6685,11.2,13.7,32.6,69.8,13.8,Post-Monsoon,6,4,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,24,Female,5,1,1,1,0,231,Dewormed,26.0286,83.3211,42.4,12.3,37.2,81.3,16.0,Monsoon,4,1,1,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,37,Female,17,0,0,1,0,34,Supportive Care,20.3122,78.0041,7.8,5.1,29.9,87.6,34.4,Monsoon,2,6,3,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,64,Female,3,1,1,1,0,115,Supportive Care,19.9984,77.5556,10.4,13.7,17.9,48.7,12.0,Winter,3,2,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,109,Female,1,1,0,0,1,208,Supportive Care,25.4713,81.1265,40.6,9.6,32.1,98.6,69.4,Monsoon,4,1,1,2,0,1,0,0,1,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,71,Female,1,0,0,1,1,151,Antibiotics,17.3007,83.5312,3.9,12.3,26.6,99.2,56.4,Monsoon,2,4,1,0,1,1,0,0,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,22,Female,7,1,0,0,1,292,Dewormed,18.4496,79.2704,13.1,11.7,29.3,91.4,78.0,Monsoon,2,4,2,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,99,Female,9,0,1,0,1,244,Untreated,21.7417,78.7188,10.8,8.2,19.9,88.8,13.3,Monsoon,1,2,2,0,0,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,111,Female,3,1,0,1,1,276,Dewormed,26.69,82.2162,1.3,4.0,35.5,54.7,30.8,Monsoon,2,6,2,2,1,0,0,0,1,0,0,0,0,0,Black_Quarter,High,1
Buffalo,119,Female,20,1,1,0,0,337,Supportive Care,19.1079,76.4765,39.1,7.4,22.5,72.8,45.7,Monsoon,5,6,3,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,61,Female,5,0,0,1,0,56,Dewormed,22.7056,81.2848,41.3,12.3,27.7,65.8,1.1,Summer,1,1,4,0,1,1,1,0,0,0,0,0,0,0,FMD,High,1
Buffalo,31,Female,17,0,1,1,1,278,Supportive Care,27.5572,83.5909,7.6,9.9,23.8,35.9,6.7,Winter,2,4,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,101,Female,2,1,1,1,0,307,Dewormed,20.7556,82.0982,21.3,13.9,28.4,65.8,0.8,Winter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Healthy,Low,0
Cow,17,Female,2,1,1,1,1,228,Dewormed,23.801,81.1139,33.5,1.5,30.9,47.1,11.6,Post-Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,36,Female,19,1,0,1,1,294,Dewormed,26.2054,77.4614,41.6,1.1,19.4,65.1,24.6,Summer,2,6,4,0,1,0,0,0,1,1,0,0,0,0,Mastitis,Moderate,0
Buffalo,19,Male,37,0,1,1,1,305,Supportive Care,26.3802,82.3481,23.8,2.5,24.7,80.4,8.5,Winter,4,2,1,0,1,1,1,0,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,100,Female,2,0,0,1,1,116,Untreated,18.6911,80.2602,39.9,14.0,32.3,80.4,36.4,Monsoon,3,5,1,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,78,Male,12,1,1,1,1,53,Supportive Care,20.2509,82.0894,22.6,3.3,22.4,85.6,38.7,Winter,3,4,4,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,39,Female,15,0,1,0,0,278,Supportive Care,21.2201,78.1311,14.8,2.0,34.2,82.3,31.7,Post-Monsoon,1,4,3,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,30,Male,7,1,0,0,0,204,Dewormed,22.2255,82.3045,0.8,6.5,35.2,78.0,51.8,Monsoon,5,3,1,1,1,1,0,0,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,47,Female,12,0,1,1,1,123,Untreated,27.8983,83.6817,41.0,2.4,31.3,51.0,45.6,Monsoon,6,2,2,0,1,0,0,0,0,0,1,0,0,0,Anthrax,Critical,1
Cow,118,Female,1,0,0,1,1,198,Antibiotics,15.7168,84.4724,25.7,11.0,40.3,69.3,11.0,Post-Monsoon,6,3,1,0,0,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,19,Female,32,1,0,1,1,146,Antibiotics,18.6779,80.6379,29.6,11.1,30.2,78.7,56.4,Monsoon,4,4,3,0,1,1,0,0,0,1,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,47,Female,2,0,1,1,1,295,Supportive Care,24.9753,80.3483,2.8,10.4,34.3,68.1,9.7,Summer,4,3,1,0,0,1,1,1,0,1,0,0,0,0,FMD,Moderate,0
Cow,61,Female,6,1,0,0,1,328,Untreated,23.7044,73.5534,10.6,14.2,31.7,72.5,10.9,Winter,3,4,1,0,1,0,0,0,0,1,0,0,0,0,Mastitis,Moderate,0
Buffalo,20,Female,4,1,0,0,1,123,Supportive Care,23.4108,76.3952,26.9,2.0,27.2,81.7,27.4,Post-Monsoon,2,1,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,8,Male,4,0,0,0,1,237,Untreated,26.9304,78.2412,12.4,9.8,24.1,58.7,0.6,Winter,5,3,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,80,Male,26,1,1,0,0,273,Supportive Care,18.4743,81.9961,44.5,10.0,29.3,69.0,20.9,Monsoon,2,6,4,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,94,Female,6,0,1,1,1,207,Supportive Care,19.7216,84.2406,81.7,13.6,25.0,29.3,2.4,Post-Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,65,Female,17,1,1,1,1,129,Dewormed,25.9158,81.4403,25.2,5.5,26.3,73.0,26.3,Winter,2,6,3,0,1,0,0,0,0,0,1,1,0,0,Mastitis,Moderate,0
Buffalo,7,Female,6,1,1,1,1,360,Antibiotics,20.7944,78.7804,47.0,4.6,36.8,76.9,26.7,Monsoon,0,3,4,0,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Buffalo,86,Female,14,0,0,0,0,999,Untreated,21.4167,81.3793,17.4,13.0,29.6,85.9,29.4,Monsoon,8,4,4,0,0,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,64,Female,8,1,0,0,1,253,Antibiotics,22.9175,77.5021,12.6,0.3,27.8,76.4,21.5,Winter,4,6,1,0,1,0,0,0,0,1,0,0,0,0,Mastitis,Moderate,0
Cow,46,Female,15,0,0,1,0,161,Dewormed,26.3214,78.0719,42.2,9.5,14.3,66.9,9.0,Monsoon,3,6,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,104,Female,19,1,1,1,0,188,Dewormed,25.2562,74.8406,1.4,8.8,26.6,91.9,39.2,Winter,2,6,4,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,119,Female,22,1,1,0,1,232,Untreated,18.9053,79.9273,32.0,11.0,20.8,62.0,15.4,Post-Monsoon,2,2,4,0,1,0,0,0,1,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,48,Male,2,1,0,0,1,87,Untreated,25.2606,75.7492,28.7,6.5,26.1,88.6,31.7,Monsoon,4,4,1,0,1,1,0,0,0,1,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,99,Female,14,1,0,1,1,252,Dewormed,21.2292,81.6097,14.2,1.3,27.5,92.8,50.5,Monsoon,1,4,2,0,0,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,81,Female,7,1,1,1,0,50,Dewormed,22.7766,80.3695,40.6,3.5,26.9,76.6,25.8,Monsoon,6,1,3,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
